card_name,oracle_tags
"Cyclopean Tomb","activated-ability|aesthetic-counter|delayed-triggered-ability|functional-reminder-counter|indefinite-effect|land-conversion|permanent-effect|permanent-p-t-boost|type-change|unique-counter|untracked-indefinite-effect"
"Cylian Sunsinger","activated-ability|name-matters|offcolor-ability|scales-with-multiple|weaker-in-singleton-formats"
"Cytoplast Manipulator","activated-ability|alliance|control-changing-effects|counter-movement|counters-matter|creaturefall|etb-other-creature|gains-pp-counters|gives-1-1-counters|gives-pp-counters|intervening-if-clause|move-counters|pp-counters-matter|theft|theft-creature"
"Cytoplast Root-Kin","activated-ability|alliance|counter-movement|counters-matter|creaturefall|etb-other-creature|gains-pp-counters|gives-1-1-counters|gives-pp-counters|intervening-if-clause|move-counters|pp-counters-matter"
"Cytospawn Shambler","activated-ability|alliance|counter-movement|counters-matter|creaturefall|etb-other-creature|gains-pp-counters|gives-trample|intervening-if-clause|move-counters|pp-counters-matter"
"Dack Fayden","activated-ability|blue-effect|card-advantage|card-names|cast-trigger|cast-trigger-you|control-changing-effects|discard-outlet|discardoutlet|draw|eponymous-planeswalker|loot|naming-scheme|repeatable-crime|theft|theft-artifact|theft-permanent|unique-planeswalker-type|unique-type-line"
"Dagger of the Worthy","activated-ability|block-trigger|french-vanilla-equipment|gives-afflict|hate|hate-blocker|opponent-loses-life"
"Daghatar the Adamant","activated-ability|counter-movement|counters-matter|cycle|cycle-frf-khan|gains-pp-counters|move-counters|offcolor-ability|pp-counters-matter"
"Daily Regimen","activated-ability|gives-1-1-counters|gives-pp-counters"
"Dakkon, Shadow Slayer","activated-ability|alliteration|card-names|cheat-into-play|cheat-mana|cost-ignorer|creature-removal|free-casting|lands-matter|library-manipulation|maro-sorcerer|mill|mill-self|naming-scheme|passive-ability|reanimate|reanimate-artifact|recursion|recursion-artifact|removal|removal-creature|removal-exile|repeatable-crime|repeatable-removal|resurrect|self-mill|sneak|sneak-artifact|spot-removal|surveil|synergy-artifact|synergy-land|top-deck-manipulation|unique-planeswalker-type|unique-type-line|zombify"
"Dakmor Salvage","activated-ability|card-advantage|cycle|cycle-fut-utilityland|cycle-land|cycle-mono-land|manaless-value|mill|mill-self|recall|recursion|recursion-self|regrowth|regrowth-self|self-mill|self-recall|self-regrowth|tapland|utility-land"
"Dakra Mystic","activated-ability|card-advantage|group-hug|mill|mill-each|mill-opponent|mill-self|self-mill|symmetrical"
"Dalkovan Encampment","activated-ability|attack-trigger|conditional-tapland|cycle|cycle-land|cycle-mono-land|delayed-triggered-ability|etb-self-tapped-conditional|out-of-color-token|repeatable-creature-tokens|repeatable-token-generator|synergy-attacker|synergy-mountain|synergy-swamp|temporary-token|utility-land"
"Dancer's Chakrams","activated-ability|gives-lifelink|life-gain|lifegain|living-weapon|quick-attach|quick-equip|synergy-commander|type-change"
"Dancing Sword","activated-ability|animate|animate-self|becomes-creature|d-d-item|death-trigger|deathtrigger|dnd|dnd-item|gains-ward|leaves-battlefield-trigger|type-change"
"Daraja Griffin","activated-ability|black-hate|color-hate|creature-removal|evasion|hate|hate-black|hate-color|martyr|removal|removal-creature|removal-destroy|sacrifice-self|spot-removal"
"Daredevil Dragster","activated-ability|aesthetic-counter|alliteration|animate|animate-self|becomes-creature|card-advantage|card-names|draw|draw-card|intervening-if-clause|naming-scheme|power-matters|pure-draw|synergy-attacker-self|synergy-blocker-self|tap-fuel-creature|type-change"
"Daretti, Ingenious Iconoclast","activated-ability|alliteration|artifact-removal|card-names|copy|copy-artifact|creature-removal|hate|hate-artifact|naming-scheme|removal|removal-artifact|removal-creature|removal-destroy|repeatable-creature-tokens|repeatable-crime|repeatable-removal|repeatable-token-generator|sac-outlet|sacrifice-outlet|sacrifice-outlet-artifact|spot-removal|synergy-artifact"
"Daretti, Scrap Savant","activated-ability|alliteration|card-advantage|card-names|cycle|cycle-c14-planeswalker|delayed-triggered-ability|discard-outlet|discardoutlet|draw|face-commander|naming-scheme|non-creature-commander|reanimate|reanimate-artifact|recursion|recursion-artifact|recycle|recycling|red-effect|resurrect|rummage|sac-outlet|sacrifice-outlet|sacrifice-outlet-artifact|synergy-artifact|zombify"
"Darigaaz's Caldera","activated-ability|bounce|card-names|cycle|cycle-land|cycle-pls-lair|cycle-shardland|namesake-spell|naming-scheme|rescue|rescue-land|triland"
"Daring Apprentice","activated-ability|blue-effect|counter|counterspell|counterspell-sacrifice|creature-type-erratum|martyr|sacrifice-self|type-addition-human|type-errata|type-errata-addition"
"Daring Mechanic","activated-ability|gives-1-1-counters|gives-pp-counters|kindred|mana-dump|mana-sink|synergy-vehicle|tribal|tribal-mount|typal|typal-creature|typal-mount"
"Daring Saboteur","activated-ability|blue-effect|card-advantage|discard-outlet|discardoutlet|draw|evasion|loot|saboteur|unblockable"
"Darkbore Pathway // Slitherbore Pathway","activated-ability|cycle|cycle-dual-land|cycle-land|cycle-pathway|dual-land"
"Dark Depths","activated-ability|alliteration|card-names|counter-object|mana-dump|mana-sink|manaless-land|naming-scheme|state-trigger|unique-type-line"
"Dark-Dweller Oracle","activated-ability|alliteration|bottle-draw|card-advantage|card-names|cast-from-exile|cast-from-nonhand|gives-castable-from-exile|gives-castable-from-nonhand|impulse-draw|impulsive-draw|naming-scheme|red-effect|sac-outlet|sacrifice-outlet|sacrifice-outlet-creature"
"Dark Heart of the Wood","activated-ability|free-sac-outlet|free-sacrifice-outlet|land-sacrifice|life-gain|lifegain|sac-outlet|sacrifice-outlet|sacrifice-outlet-land|synergy-forest"
"Dark Impostor","activated-ability|creature-removal|gains-pp-counters|mana-dump|mana-sink|mimic|removal|removal-creature|removal-exile|repeatable-crime|repeatable-removal|spot-removal"
"Dark Knight's Greatsword","activated-ability|life-payment|living-weapon|quick-attach|quick-equip|type-change"
"Darkling Stalker","activated-ability|creature-type-erratum|mana-dump|mana-sink|regenerates-self|shade-pump|type-errata"
"Darklit Gargoyle","activated-ability|evasion|flowstone|offcolor-ability"
"Dark Maze","activated-ability|delayed-triggered-ability|drawback|exile-self|exiles-self|own-at-cost|turns-off-defender|turns-off-defender-self"
"Darkmoss Bridge","activated-ability|cycle|cycle-dual-land|cycle-land|cycle-mh2-bridge|dual-land|tapland"
"Dark Privilege","activated-ability|free-sac-outlet|free-sacrifice-outlet|protects-creature|protects-permanent|regenerates-other|sac-outlet|sacrifice-outlet|sacrifice-outlet-creature"
"Darkslick Shores","activated-ability|conditional-tapland|cycle|cycle-dual-land|cycle-fastland|cycle-land|dual-land|etb-self-tapped-conditional"
"Dark Sphere","activated-ability|damage-prevention|damage-prevention-you|division|egg|manaless-value|prevent-damage|sacrifice-self"
"Darksteel Axe","activated-ability"
"Darksteel Brute","activated-ability|animate|animate-self|becomes-creature|creature-type-erratum|type-addition-from-none|type-change|type-errata|type-errata-addition"
"Darksteel Citadel","activated-ability|cycle|cycle-land|cycle-mono-land|cycle-mrd-artifact-land|virtual-legendary"
"Darksteel Garrison","activated-ability|gives-indestructible|protects-land|protects-permanent|uninspired"
"Darksteel Pendant","activated-ability|library-manipulation|top-deck-manipulation"
"Darksteel Plate","activated-ability|gives-indestructible|protects-creature|protects-permanent"
"Dark Supplicant","activated-ability|cheat-into-play|cheat-mana|cost-ignorer|creature-type-erratum|free-casting|kindred|name-matters|noncreature-tribal|noncreature-typal|reanimate|recursion|resurrect|sac-outlet|sacrifice-outlet|sacrifice-outlet-creature|sneak|tribal|tribal-cleric|tutor|tutor-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield|tutors-by-name|typal|typal-cleric|typal-creature|type-addition-human|type-errata|type-errata-addition|zombify"
"Darkthicket Wolf","activated-ability"
"Darkwater Catacombs","activated-ability|cycle|cycle-dual-land|cycle-land|cycle-ody-filterland|dual-land|mana-filter"
"Darkwater Egg","activated-ability|card-advantage|cycle|cycle-ody-egg|draw|draw-card|egg|mana-ability-with-extra-effect|mana-egg|mana-filter|manarock-egg|pure-draw|sacrifice-self"
"Darting Merfolk","activated-ability|bounce-self"
"Daru Encampment","activated-ability|cycle|cycle-colorless-land|cycle-land|cycle-ons-typal-land|kindred|tribal|tribal-soldier|typal|typal-creature|typal-soldier|utility-land"
"Daru Healer","activated-ability|creature-type-erratum|damage-prevention|prevent-damage|type-addition-human|type-errata|type-errata-addition"
"Daru Stinger","activated-ability|burn|burn-creature|class-type-only|counters-matter|creature-removal|gains-pp-counters|hate|hate-attacker|hate-blocker|kindred|noncreature-tribal|noncreature-typal|pp-counters-matter|removal|removal-burn|removal-creature|removal-creature-burn|repeatable-removal|spot-removal|tribal|tribal-share|tribal-soldier|typal|typal-creature|typal-share|typal-soldier|unique-type-line"
"Daughter of Autumn","activated-ability|creature-type-erratum|damage-deflection|damage-prevention|damage-prevention-creature|damage-redirection|deprecated-card-types|deprecated-legend-type|offcolor-ability|pariah|prevent-damage|redirect-damage|synergy-white|type-errata"
"Dauntless Bodyguard","activated-ability|combat-trick|faux-targeting|gives-indestructible|martyr|protects-creature|protects-permanent|sacrifice-self"
"Dauntless Dismantler","activated-ability|alliteration|artifact-removal|boardwipe|card-names|cmc-matters|converted-mana-cost-matters|hate|hate-artifact|kismet-effect|mana-value-matters|martyr|mass-removal|naming-scheme|removal|removal-artifact|removal-destroy|sacrifice-self|spot-removal|sweeper|tap-artifact|tapper|tapper-artifact|wipe"
"Dauntless Escort","activated-ability|gives-indestructible|martyr|protects-creature|protects-permanent|sacrifice-self"
"Dauntless River Marshal","activated-ability|cycle|cycle-m15-sedge-creature|mana-dump|mana-sink|offcolor-ability|repeatable-crime|synergy-island|tap-creature|tapper|tapper-creature"
"Dauthi Cutthroat","activated-ability|creature-removal|creature-type-erratum|evasion|hate|hate-set-mechanic|hate-shadow|removal|removal-creature|removal-destroy|repeatable-removal|spot-removal|type-errata"
"Dauthi Embrace","activated-ability|evasion|gives-evasion|gives-shadow"
"Dauthi Jackal","activated-ability|card-names|creature-removal|creature-type-erratum|eponymous|evasion|hate|hate-blocker|martyr|naming-scheme|removal|removal-creature|removal-destroy|sacrifice-self|spot-removal|type-errata|type-errata-hound|unique-type-line"
"Dauthi Mercenary","activated-ability|card-names|creature-type-erratum|creature-type-name|evasion|firebreathing|mana-dump|mana-sink|mirrored-knight|naming-scheme|type-errata|unique-type-line"
"Dauthi Trapper","activated-ability|creature-type-erratum|gives-evasion|gives-shadow|type-errata"
"Dauthi Voidwalker","activated-ability|cast-from-exile|cast-from-nonhand|control-changing-effects|evasion|free-cast-another|gives-castable-from-exile|gives-castable-from-nonhand|graveyard-hate|graveyard-seal|hate|hate-graveyard|hatebear|martyr|sacrifice-self|theft|theft-cast|unique-type-line"
"D'Avenant Archer","activated-ability|burn|burn-creature|creature-removal|creature-type-erratum|hate|hate-attacker|hate-blocker|pinger|removal|removal-burn|removal-creature|removal-creature-burn|repeatable-crime|repeatable-removal|spot-removal|tim|type-addition-human|type-errata|type-errata-addition"
"D'Avenant Healer","activated-ability|burn|burn-creature|creature-removal|damage-prevention|hate|hate-attacker|hate-blocker|pinger|prevent-damage|removal|removal-burn|removal-creature|removal-creature-burn|repeatable-crime|repeatable-removal|spot-removal|tim"
"Davriel, Rogue Shadowmage","activated-ability|burn|burn-player|cycle|discard|discard-with-sets-mechanic|group-slug|hand-disruption|hand-size-hate|hand-size-matters|handsize-matters|hate|heckbent|high-hand-size-matters|intervening-if-clause|low-hand-size-matters|passive-ability|rack-effect|staple-with-sets-mechanic"
"Davriel, Soul Broker","activated-ability|card-advantage|cost-reducer|cost-reducer-colored-mana|creature-removal|cycle|cycle-j21-planeswalker|discard|draw|draw-card|draw-matters|edict|hand-disruption|hate|hate-attacker|life-gain|lifegain|planeswalker-support|pure-draw|reanimate|reanimate-creature|recall|recursion|recursion-creature|regrowth|regrowth-creature|removal|removal-creature|removal-sacrifice|removal-toughness|repeatable-draw|repeatable-removal|resurrect|spot-removal|synergy-planeswalker|synergy-pw-davriel|zombify"
"Davvol's Birthdaymobile","activated-ability|animate|animate-self|attack-trigger|becomes-creature|card-names|donate-token|hate|hate-tribal-elf|hate-typal|hate-typal-elf|hate-typal-soldier|kindred|namesake-spell|naming-scheme|noncreature-tribal|noncreature-typal|opponent-loses-life|power-matters|synergy-attacker-self|tap-fuel-creature|titan-trigger|tribal|tribal-elf|tribal-hate|tribal-soldier|typal|typal-creature|typal-elf|typal-soldier|type-change"
"Dawnglare Invoker","activated-ability|cycle|evasion|mana-dump|mana-sink|pseudo-fog|repeatable-crime|tap-creature|tapper|tapper-creature"
"Dawnhart Mentor","activated-ability|enters-in-company|gives-trample|mana-dump|mana-sink|multiple-bodies|out-of-color-token|shade-pump"
"Dawn of Hope","activated-ability|card-advantage|draw|draw-card|life-gain|lifegain|lifegain-matters|mana-dump|mana-sink|pure-draw|repeatable-creature-tokens|repeatable-draw|repeatable-token-generator|synergy-lifegain"
"Dawnray Archer","activated-ability|attack-trigger|burn|burn-creature|creature-removal|exalted|hate|hate-attacker|hate-blocker|offcolor-ability|pinger|removal|removal-burn|removal-creature|removal-creature-burn|repeatable-crime|repeatable-removal|spot-removal|synergy-attacker|tim"
"Dawnsire, Sunstar Dreadnought","activated-ability|alliteration|animate|animate-self|attack-trigger|becomes-creature|burn|burn-creature|burn-planeswalker|card-names|creature-removal|evasion|gains-flying|naming-scheme|planeswalker-removal|power-matters|removal|removal-burn|removal-creature|removal-creature-burn|removal-planeswalker|removal-planeswalker-burn|repeatable-crime|repeatable-removal|spot-removal|synergy-attacker|tap-fuel-creature|type-change"
"Dawnstrider","activated-ability|creature-type-erratum|cycle|cycle-mmq-rare-spellshaper|damage-prevention|discard-outlet|discardoutlet|fog|prevent-damage|symmetrical|type-errata"
"Dawnwing Marshal","activated-ability|evasion|mana-dump|mana-sink|power-boost-to-all|shade-pump"
"Daxos the Returned","activated-ability|cast-trigger|cast-trigger-you|counters-matter|cycle|cycle-c15-experience-commander|face-commander|mana-dump|mana-sink|repeatable-creature-tokens|repeatable-token-generator|synergy-enchantment|unique-token|unique-type-line"
"Daybreak Ranger // Nightfall Predator","activated-ability|burn|burn-creature|catch-22|creature-removal|creature-type-erratum|flying-hate|four-plus-creature-types|hate|hate-flying|intervening-if-clause|offcolor-ability|pinger|removal|removal-burn|removal-creature|removal-creature-burn|removal-creature-fight|removal-fight|repeatable-removal|tim|type-errata|unique-type-line|werewolf-mechanic"
